ParticipantID,Trial,AOI,ImageType,Duration_ms
P23,Trial1,Total,Real,892
P23,Trial2,Hair,AI,1783
P23,Trial2,Hair,Real,142
P23,Trial2,Outfit,AI,0
P23,Trial2,Outfit,Real,142
P23,Trial2,Total,AI,1967
P23,Trial2,Total,Real,2275
P23,Trial3,Mountain,AI,508
P23,Trial3,Mountain,Real,950
P23,Trial3,River,AI,867
P23,Trial3,River,Real,767
P23,Trial3,Total,AI,2142
P23,Trial3,Total,Real,2533
P23,Trial4,Topping1,AI,2058
P23,Trial4,Topping1,Real,3367
P23,Trial4,Topping2,AI,1617
P23,Trial4,Topping2,Real,1000
P23,Trial4,Total,AI,4896
P23,Trial4,Total,Real,6158
P23,Trial5,Cloud,AI,1683
P23,Trial5,Cloud,Real,2054
P23,Trial5,Total,AI,6950
P23,Trial5,Total,Real,5146
P23,Trial5,Water,AI,5133
P23,Trial5,Water,Real,3092
P23,Trial6,Leaves,AI,433
P23,Trial6,Leaves,Real,1042
P23,Trial6,Seed,AI,746
P23,Trial6,Seed,Real,992
P23,Trial6,Total,AI,2058
P23,Trial6,Total,Real,2317
P24,Trial1,Pupil,AI,975
P24,Trial1,Pupil,Real,1529
P24,Trial1,Skin,AI,0
P24,Trial1,Skin,Real,0
P24,Trial1,Total,AI,1458
P24,Trial1,Total,Real,2204
P24,Trial2,Hair,AI,1283
P24,Trial2,Hair,Real,708
P24,Trial2,Outfit,AI,0
P24,Trial2,Outfit,Real,0
P24,Trial2,Total,AI,1417
P24,Trial2,Total,Real,1075
P24,Trial3,Mountain,AI,2392
P24,Trial3,Mountain,Real,2458
P24,Trial3,River,AI,983
P24,Trial3,River,Real,742
P24,Trial3,Total,AI,5367
P24,Trial3,Total,Real,4658
P24,Trial4,Topping1,AI,1975
P24,Trial4,Topping1,Real,3317
P24,Trial4,Topping2,AI,1067
P24,Trial4,Topping2,Real,617
P24,Trial4,Total,AI,3392
P24,Trial4,Total,Real,4179
P24,Trial5,Cloud,AI,567
P24,Trial5,Cloud,Real,2050
P24,Trial5,Total,AI,2642
P24,Trial5,Total,Real,3838
P24,Trial5,Water,AI,2075
P24,Trial5,Water,Real,1788
P24,Trial6,Leaves,AI,0
P24,Trial6,Leaves,Real,0
P24,Trial6,Seed,AI,1458
P24,Trial6,Seed,Real,1800
P24,Trial6,Total,AI,2300
P24,Trial6,Total,Real,1800
P25,Trial1,Pupil,AI,308
P25,Trial1,Pupil,Real,300
P25,Trial1,Skin,AI,0
P25,Trial1,Skin,Real,0
P25,Trial1,Total,AI,1250
P25,Trial1,Total,Real,875
P25,Trial2,Hair,AI,0
P25,Trial2,Hair,Real,429
P25,Trial2,Outfit,AI,0
P25,Trial2,Outfit,Real,0
P25,Trial2,Total,AI,525
P25,Trial2,Total,Real,554
P25,Trial3,Mountain,AI,371
P25,Trial3,Mountain,Real,292
P25,Trial3,River,AI,808
P25,Trial3,River,Real,475
P25,Trial3,Total,AI,2021
P25,Trial3,Total,Real,1142
P25,Trial4,Topping1,AI,583
P25,Trial4,Topping1,Real,658
P25,Trial4,Topping2,AI,533
P25,Trial4,Topping2,Real,692
P25,Trial4,Total,AI,1200
P25,Trial4,Total,Real,1900
P25,Trial5,Cloud,AI,1733
P25,Trial5,Cloud,Real,1721
P25,Trial5,Total,AI,3092
P25,Trial5,Total,Real,2883
P25,Trial5,Water,AI,1358
P25,Trial5,Water,Real,1163
P25,Trial6,Leaves,AI,1250
P25,Trial6,Leaves,Real,1483
P25,Trial6,Seed,AI,1092
P25,Trial6,Seed,Real,1058
P25,Trial6,Total,AI,2567
P25,Trial6,Total,Real,2542
P26,Trial1,Pupil,AI,0
P26,Trial1,Pupil,Real,0
P26,Trial1,Skin,AI,1742
P26,Trial1,Skin,Real,408
P26,Trial1,Total,AI,3142
P26,Trial1,Total,Real,408
P26,Trial2,Hair,AI,717
P26,Trial2,Hair,Real,300
P26,Trial2,Outfit,AI,925
P26,Trial2,Outfit,Real,1133
P26,Trial2,Total,AI,2558
P26,Trial2,Total,Real,2846
P26,Trial3,Mountain,AI,525
P26,Trial3,Mountain,Real,300
P26,Trial3,River,AI,2742
P26,Trial3,River,Real,0
P26,Trial3,Total,AI,5625
P26,Trial3,Total,Real,1738
P26,Trial4,Topping1,AI,3213
P26,Trial4,Topping1,Real,4196
P26,Trial4,Topping2,AI,2583
P26,Trial4,Topping2,Real,3583
P26,Trial4,Total,AI,8488
P26,Trial4,Total,Real,12496
P26,Trial5,Cloud,AI,708
P26,Trial5,Cloud,Real,1150
P26,Trial5,Total,AI,6308
P26,Trial5,Total,Real,11154
P26,Trial5,Water,AI,5600
P26,Trial5,Water,Real,10004
P26,Trial6,Leaves,AI,2342
P26,Trial6,Leaves,Real,6204
P26,Trial6,Seed,AI,917
P26,Trial6,Seed,Real,1267
P26,Trial6,Total,AI,6342
P26,Trial6,Total,Real,9596
P27,Trial1,Pupil,AI,1133
P27,Trial1,Pupil,Real,1433
P27,Trial1,Skin,AI,117
P27,Trial1,Skin,Real,200
P27,Trial1,Total,AI,1721
P27,Trial1,Total,Real,2150
P27,Trial2,Hair,AI,1358
P27,Trial2,Hair,Real,1225
P27,Trial2,Outfit,AI,0
P27,Trial2,Outfit,Real,346
P27,Trial2,Total,AI,2158
P27,Trial2,Total,Real,2125
P27,Trial3,Mountain,AI,508
P27,Trial3,Mountain,Real,1150
P27,Trial3,River,AI,1596
P27,Trial3,River,Real,1450
P27,Trial3,Total,AI,3813
P27,Trial3,Total,Real,4167
P27,Trial4,Topping1,AI,1475
P27,Trial4,Topping1,Real,1217
P27,Trial4,Topping2,AI,1842
P27,Trial4,Topping2,Real,1717
P27,Trial4,Total,AI,3633
P27,Trial4,Total,Real,2992
P27,Trial5,Cloud,AI,392
P27,Trial5,Cloud,Real,583
P27,Trial5,Total,AI,3208
P27,Trial5,Total,Real,4188
P27,Trial5,Water,AI,2817
P27,Trial5,Water,Real,3604
P27,Trial6,Leaves,AI,1333
P27,Trial6,Leaves,Real,1700
P27,Trial6,Seed,AI,975
P27,Trial6,Seed,Real,625
P27,Trial6,Total,AI,2867
P27,Trial6,Total,Real,2708
P28,Trial1,Pupil,AI,183
P28,Trial1,Pupil,Real,492
P28,Trial1,Skin,AI,408
P28,Trial1,Skin,Real,367
P28,Trial1,Total,AI,2746
P28,Trial1,Total,Real,2117
P28,Trial2,Hair,AI,1000
P28,Trial2,Hair,Real,1517
P28,Trial2,Outfit,AI,275
P28,Trial2,Outfit,Real,0
P28,Trial2,Total,AI,1275
P28,Trial2,Total,Real,1917
P28,Trial3,Mountain,AI,558
P28,Trial3,Mountain,Real,1142
P28,Trial3,River,AI,583
P28,Trial3,River,Real,633
P28,Trial3,Total,AI,1225
P28,Trial3,Total,Real,2167
P28,Trial4,Topping1,AI,1825
P28,Trial4,Topping1,Real,2158
P28,Trial4,Topping2,AI,1000
P28,Trial4,Topping2,Real,1479
P28,Trial4,Total,AI,4517
P28,Trial4,Total,Real,3563
P28,Trial5,Cloud,AI,700
P28,Trial5,Cloud,Real,1000
P28,Trial5,Total,AI,1646
P28,Trial5,Total,Real,1950
P28,Trial5,Water,AI,946
P28,Trial5,Water,Real,950
P28,Trial6,Leaves,AI,608
P28,Trial6,Leaves,Real,1392
P28,Trial6,Seed,AI,742
P28,Trial6,Seed,Real,1100
P28,Trial6,Total,AI,3363
P28,Trial6,Total,Real,2446
P29,Trial1,Pupil,AI,2517
P29,Trial1,Pupil,Real,913
P29,Trial1,Skin,AI,0
P29,Trial1,Skin,Real,0
P29,Trial1,Total,AI,4254
P29,Trial1,Total,Real,1313
P29,Trial2,Hair,AI,867
P29,Trial2,Hair,Real,1275
P29,Trial2,Outfit,AI,0
P29,Trial2,Outfit,Real,0
P29,Trial2,Total,AI,1225
P29,Trial2,Total,Real,2938
P29,Trial3,Mountain,AI,400
P29,Trial3,Mountain,Real,500
P29,Trial3,River,AI,450
P29,Trial3,River,Real,842
P29,Trial3,Total,AI,908
P29,Trial3,Total,Real,1971
P29,Trial4,Topping1,AI,992
P29,Trial4,Topping1,Real,1042
P29,Trial4,Topping2,AI,1525
P29,Trial4,Topping2,Real,650
P29,Trial4,Total,AI,4150
P29,Trial4,Total,Real,1717
P29,Trial5,Cloud,AI,1483
P29,Trial5,Cloud,Real,2300
P29,Trial5,Total,AI,2558
P29,Trial5,Total,Real,5413
P29,Trial5,Water,AI,1075
P29,Trial5,Water,Real,2938
P29,Trial6,Leaves,AI,2208
P29,Trial6,Leaves,Real,542
P29,Trial6,Seed,AI,1313
P29,Trial6,Seed,Real,3017
P29,Trial6,Total,AI,4000
P29,Trial6,Total,Real,3558
P30,Trial1,Pupil,AI,0
P30,Trial1,Pupil,Real,88
P30,Trial1,Skin,AI,1075
P30,Trial1,Skin,Real,717
P30,Trial1,Total,AI,2375
P30,Trial1,Total,Real,1579
P30,Trial2,Hair,AI,2125
P30,Trial2,Hair,Real,0
P30,Trial2,Outfit,AI,500
P30,Trial2,Outfit,Real,0
P30,Trial2,Total,AI,4367
P30,Trial2,Total,Real,3296
P30,Trial3,Mountain,AI,0
P30,Trial3,Mountain,Real,0
P30,Trial3,River,AI,400
P30,Trial3,River,Real,425
P30,Trial3,Total,AI,1275
P30,Trial3,Total,Real,1354
P30,Trial4,Topping1,AI,1625
P30,Trial4,Topping1,Real,2732
P30,Trial4,Topping2,AI,1458
P30,Trial4,Topping2,Real,2148
P30,Trial4,Total,AI,4817
P30,Trial4,Total,Real,5932
P30,Trial5,Cloud,AI,725
P30,Trial5,Cloud,Real,802
P30,Trial5,Total,AI,2792
P30,Trial5,Total,Real,5965
P30,Trial5,Water,AI,2067
P30,Trial5,Water,Real,5163
P30,Trial6,Leaves,AI,167
P30,Trial6,Leaves,Real,0
P30,Trial6,Seed,AI,1508
P30,Trial6,Seed,Real,546
P30,Trial6,Total,AI,1675
P30,Trial6,Total,Real,546
P31,Trial1,Pupil,AI,192
P31,Trial1,Pupil,Real,800
P31,Trial1,Skin,AI,742
P31,Trial1,Skin,Real,0
P31,Trial1,Total,AI,2783
P31,Trial1,Total,Real,2279
P31,Trial2,Hair,AI,392
P31,Trial2,Hair,Real,608
P31,Trial2,Outfit,AI,0
P31,Trial2,Outfit,Real,0
P31,Trial2,Total,AI,571
P31,Trial2,Total,Real,775
P31,Trial3,Mountain,AI,0
P31,Trial3,Mountain,Real,388
P31,Trial3,River,AI,200
P31,Trial3,River,Real,425
P31,Trial3,Total,AI,1150
P31,Trial3,Total,Real,1175
P31,Trial4,Topping1,AI,1833
P31,Trial4,Topping1,Real,1642
P31,Trial4,Topping2,AI,1563
P31,Trial4,Topping2,Real,2396
P31,Trial4,Total,AI,5054
P31,Trial4,Total,Real,3979
P31,Trial5,Cloud,AI,242
P31,Trial5,Cloud,Real,0
P31,Trial5,Total,AI,325
P31,Trial5,Total,Real,392
P31,Trial5,Water,AI,83
P31,Trial5,Water,Real,392
P31,Trial6,Leaves,AI,1225
P31,Trial6,Leaves,Real,842
P31,Trial6,Seed,AI,1167
P31,Trial6,Seed,Real,1217
P31,Trial6,Total,AI,2742
P31,Trial6,Total,Real,2842
P32,Trial1,Pupil,AI,1867
P32,Trial1,Pupil,Real,0
P32,Trial1,Skin,AI,267
P32,Trial1,Skin,Real,0
P32,Trial1,Total,AI,4342
P32,Trial1,Total,Real,1069
P32,Trial2,Hair,AI,517
P32,Trial2,Hair,Real,592
P32,Trial2,Outfit,AI,0
P32,Trial2,Outfit,Real,150
P32,Trial2,Total,AI,792
P32,Trial2,Total,Real,950
P32,Trial3,Mountain,AI,608
P32,Trial3,Mountain,Real,500
P32,Trial3,River,AI,1000
P32,Trial3,River,Real,525
P32,Trial3,Total,AI,2204
P32,Trial3,Total,Real,2033
P32,Trial4,Topping1,AI,775
P32,Trial4,Topping1,Real,1067
P32,Trial4,Topping2,AI,333
P32,Trial4,Topping2,Real,533
P32,Trial4,Total,AI,1204
P32,Trial4,Total,Real,1808
P32,Trial5,Cloud,AI,867
P32,Trial5,Cloud,Real,1963
P32,Trial5,Total,AI,1883
P32,Trial5,Total,Real,2475
P32,Trial5,Water,AI,667
P32,Trial5,Water,Real,513
P32,Trial6,Leaves,AI,0
P32,Trial6,Leaves,Real,0
P32,Trial6,Seed,AI,775
P32,Trial6,Seed,Real,1225
P32,Trial6,Total,AI,1433
P32,Trial6,Total,Real,1225
P33,Trial1,Pupil,AI,1133
P33,Trial1,Pupil,Real,358
P33,Trial1,Skin,AI,2008
P33,Trial1,Skin,Real,700
P33,Trial1,Total,AI,4417
P33,Trial1,Total,Real,3167
P33,Trial2,Hair,AI,3375
P33,Trial2,Hair,Real,4142
P33,Trial2,Outfit,AI,1433
P33,Trial2,Outfit,Real,1525
P33,Trial2,Total,AI,5108
P33,Trial2,Total,Real,6500
P33,Trial3,Mountain,AI,142
P33,Trial3,Mountain,Real,167
P33,Trial3,River,AI,542
P33,Trial3,River,Real,117
P33,Trial3,Total,AI,1408
P33,Trial3,Total,Real,1125
P33,Trial4,Topping1,AI,1558
P33,Trial4,Topping1,Real,1442
P33,Trial4,Topping2,AI,2075
P33,Trial4,Topping2,Real,1308
P33,Trial4,Total,AI,5400
P33,Trial4,Total,Real,4558
P33,Trial5,Cloud,AI,2796
P33,Trial5,Cloud,Real,1833
P33,Trial5,Total,AI,5046
P33,Trial5,Total,Real,4550
P33,Trial5,Water,AI,2250
P33,Trial5,Water,Real,2158
P33,Trial6,Leaves,AI,1125
P33,Trial6,Leaves,Real,1175
P33,Trial6,Seed,AI,1000
P33,Trial6,Seed,Real,1150
P33,Trial6,Total,AI,3808
P33,Trial6,Total,Real,3333
P34,Trial1,Pupil,AI,1450
P34,Trial1,Pupil,Real,2367
P34,Trial1,Skin,AI,733
P34,Trial1,Skin,Real,0
P34,Trial1,Total,AI,3833
P34,Trial1,Total,Real,3761
P34,Trial2,Hair,AI,1133
P34,Trial2,Hair,Real,2267
P34,Trial2,Outfit,AI,192
P34,Trial2,Outfit,Real,1017
P34,Trial2,Total,AI,2200
P34,Trial2,Total,Real,4217
P34,Trial3,Mountain,AI,1017
P34,Trial3,Mountain,Real,1367
P34,Trial3,River,AI,1417
P34,Trial3,River,Real,1192
P34,Trial3,Total,AI,3067
P34,Trial3,Total,Real,4142
P34,Trial4,Topping1,AI,3633
P34,Trial4,Topping1,Real,4575
P34,Trial4,Topping2,AI,4742
P34,Trial4,Topping2,Real,4375
P34,Trial4,Total,AI,10025
P34,Trial4,Total,Real,8942
P34,Trial5,Cloud,AI,2183
P34,Trial5,Cloud,Real,950
P34,Trial5,Total,AI,5783
P34,Trial5,Total,Real,5083
P34,Trial5,Water,AI,3283
P34,Trial5,Water,Real,4133
P34,Trial6,Leaves,AI,5458
P34,Trial6,Leaves,Real,5825
P34,Trial6,Seed,AI,4383
P34,Trial6,Seed,Real,3763
P34,Trial6,Total,AI,14259
P34,Trial6,Total,Real,11321
P35,Trial1,Pupil,AI,442
P35,Trial1,Pupil,Real,817
P35,Trial1,Skin,AI,0
P35,Trial1,Skin,Real,0
P35,Trial1,Total,AI,1767
P35,Trial1,Total,Real,1483
P35,Trial2,Hair,AI,367
P35,Trial2,Hair,Real,400
P35,Trial2,Outfit,AI,0
P35,Trial2,Outfit,Real,0
P35,Trial2,Total,AI,708
P35,Trial2,Total,Real,938
P35,Trial3,Mountain,AI,642
P35,Trial3,Mountain,Real,621
P35,Trial3,River,AI,1217
P35,Trial3,River,Real,0
P35,Trial3,Total,AI,2867
P35,Trial3,Total,Real,1229
P35,Trial4,Topping1,AI,613
P35,Trial4,Topping1,Real,0
P35,Trial4,Topping2,AI,683
P35,Trial4,Topping2,Real,1042
P35,Trial4,Total,AI,1646
P35,Trial4,Total,Real,1375
P35,Trial5,Cloud,AI,1167
P35,Trial5,Cloud,Real,46
P35,Trial5,Total,AI,2133
P35,Trial5,Total,Real,2421
P35,Trial5,Water,AI,967
P35,Trial5,Water,Real,2375
P35,Trial6,Leaves,AI,1083
P35,Trial6,Leaves,Real,0
P35,Trial6,Seed,AI,1108
P35,Trial6,Seed,Real,542
P35,Trial6,Total,AI,2192
P35,Trial6,Total,Real,775
P36,Trial1,Pupil,AI,283
P36,Trial1,Pupil,Real,467
P36,Trial1,Skin,AI,808
P36,Trial1,Skin,Real,133
P36,Trial1,Total,AI,2058
P36,Trial1,Total,Real,671
P36,Trial2,Hair,AI,1292
P36,Trial2,Hair,Real,475
P36,Trial2,Outfit,AI,450
P36,Trial2,Outfit,Real,296
P36,Trial2,Total,AI,1858
P36,Trial2,Total,Real,2629
P36,Trial3,Mountain,AI,942
P36,Trial3,Mountain,Real,0
P36,Trial3,River,AI,567
P36,Trial3,River,Real,983
P36,Trial3,Total,AI,2050
P36,Trial3,Total,Real,1300
P36,Trial4,Topping1,AI,2425
P36,Trial4,Topping1,Real,2142
P36,Trial4,Topping2,AI,1075
P36,Trial4,Topping2,Real,2442
P36,Trial4,Total,AI,4342
P36,Trial4,Total,Real,6050
P36,Trial5,Cloud,AI,1996
P36,Trial5,Cloud,Real,1925
P36,Trial5,Total,AI,3213
P36,Trial5,Total,Real,3967
P36,Trial5,Water,AI,1217
P36,Trial5,Water,Real,2042
P36,Trial6,Leaves,AI,3000
P36,Trial6,Leaves,Real,2333
P36,Trial6,Seed,AI,1442
P36,Trial6,Seed,Real,1642
P36,Trial6,Total,AI,6121
P36,Trial6,Total,Real,4367
P37,Trial1,Pupil,AI,967
P37,Trial1,Pupil,Real,292
P37,Trial1,Skin,AI,0
P37,Trial1,Skin,Real,0
P37,Trial1,Total,AI,2367
P37,Trial1,Total,Real,1475
P37,Trial2,Hair,AI,1196
P37,Trial2,Hair,Real,1425
P37,Trial2,Outfit,AI,0
P37,Trial2,Outfit,Real,342
P37,Trial2,Total,AI,1338
P37,Trial2,Total,Real,2296
P37,Trial3,Mountain,AI,183
P37,Trial3,Mountain,Real,0
P37,Trial3,River,AI,1283
P37,Trial3,River,Real,458
P37,Trial3,Total,AI,2929
P37,Trial3,Total,Real,1304
P37,Trial4,Topping1,AI,1675
P37,Trial4,Topping1,Real,1483
P37,Trial4,Topping2,AI,1658
P37,Trial4,Topping2,Real,1471
P37,Trial4,Total,AI,4929
P37,Trial4,Total,Real,4129
P37,Trial5,Cloud,AI,2008
P37,Trial5,Cloud,Real,958
P37,Trial5,Total,AI,7375
P37,Trial5,Total,Real,4333
P37,Trial5,Water,AI,4933
P37,Trial5,Water,Real,3375
P37,Trial6,Leaves,AI,67
P37,Trial6,Leaves,Real,0
P37,Trial6,Seed,AI,1092
P37,Trial6,Seed,Real,1317
P37,Trial6,Total,AI,1275
P37,Trial6,Total,Real,1317
P38,Trial1,Pupil,AI,442
P38,Trial1,Pupil,Real,650
P38,Trial1,Skin,AI,0
P38,Trial1,Skin,Real,0
P38,Trial1,Total,AI,1675
P38,Trial1,Total,Real,1558
P38,Trial2,Hair,AI,658
P38,Trial2,Hair,Real,508
P38,Trial2,Outfit,AI,63
P38,Trial2,Outfit,Real,0
P38,Trial2,Total,AI,1883
P38,Trial2,Total,Real,2358
P38,Trial3,Mountain,AI,542
P38,Trial3,Mountain,Real,558
P38,Trial3,River,AI,275
P38,Trial3,River,Real,258
P38,Trial3,Total,AI,1350
P38,Trial3,Total,Real,1279
P38,Trial4,Topping1,AI,392
P38,Trial4,Topping1,Real,1242
P38,Trial4,Topping2,AI,1738
P38,Trial4,Topping2,Real,217
P38,Trial4,Total,AI,2504
P38,Trial4,Total,Real,2046
P38,Trial5,Cloud,AI,492
P38,Trial5,Cloud,Real,500
P38,Trial5,Total,AI,1600
P38,Trial5,Total,Real,1200
P38,Trial5,Water,AI,933
P38,Trial5,Water,Real,550
P38,Trial6,Leaves,AI,617
P38,Trial6,Leaves,Real,425
P38,Trial6,Seed,AI,592
P38,Trial6,Seed,Real,642
P38,Trial6,Total,AI,1446
P38,Trial6,Total,Real,1067
P39,Trial1,Pupil,AI,492
P39,Trial1,Pupil,Real,0
P39,Trial1,Skin,AI,0
P39,Trial1,Skin,Real,0
P39,Trial1,Total,AI,1221
P39,Trial1,Total,Real,404
P39,Trial2,Hair,AI,1192
P39,Trial2,Hair,Real,408
P39,Trial2,Outfit,AI,175
P39,Trial2,Outfit,Real,0
P39,Trial2,Total,AI,2275
P39,Trial2,Total,Real,2638
P39,Trial3,Mountain,AI,67
P39,Trial3,Mountain,Real,0
P39,Trial3,River,AI,792
P39,Trial3,River,Real,283
P39,Trial3,Total,AI,1513
P39,Trial3,Total,Real,692
P39,Trial4,Topping1,AI,0
P39,Trial4,Topping1,Real,179
P39,Trial4,Topping2,AI,1167
P39,Trial4,Topping2,Real,1588
P39,Trial4,Total,AI,2592
P39,Trial4,Total,Real,1588
P39,Trial5,Cloud,AI,1571
P39,Trial5,Cloud,Real,1008
P39,Trial5,Total,AI,3729
P39,Trial5,Total,Real,2558
P39,Trial5,Water,AI,2158
P39,Trial5,Water,Real,1375
P39,Trial6,Leaves,AI,0
P39,Trial6,Leaves,Real,0
P39,Trial6,Seed,AI,908
P39,Trial6,Seed,Real,233
P39,Trial6,Total,AI,1050
P39,Trial6,Total,Real,233
P40,Trial1,Pupil,AI,1596
P40,Trial1,Pupil,Real,0
P40,Trial1,Skin,AI,0
P40,Trial1,Skin,Real,0
P40,Trial1,Total,AI,3654
P40,Trial1,Total,Real,1325
P40,Trial2,Hair,AI,2125
P40,Trial2,Hair,Real,1883
P40,Trial2,Outfit,AI,208
P40,Trial2,Outfit,Real,1533
P40,Trial2,Total,AI,2858
P40,Trial2,Total,Real,3900
P40,Trial3,Mountain,AI,271
P40,Trial3,Mountain,Real,0
P40,Trial3,River,AI,283
P40,Trial3,River,Real,0
P40,Trial3,Total,AI,833
P40,Trial3,Total,Real,433
P40,Trial4,Topping1,AI,992
P40,Trial4,Topping1,Real,1083
P40,Trial4,Topping2,AI,0
P40,Trial4,Topping2,Real,450
P40,Trial4,Total,AI,1325
P40,Trial4,Total,Real,1533
P40,Trial5,Cloud,AI,1054
P40,Trial5,Cloud,Real,2425
P40,Trial5,Total,AI,1054
P40,Trial5,Total,Real,3125
P40,Trial5,Water,AI,0
P40,Trial5,Water,Real,700
P40,Trial6,Leaves,AI,58
P40,Trial6,Leaves,Real,575
P40,Trial6,Seed,AI,1067
P40,Trial6,Seed,Real,758
P40,Trial6,Total,AI,3892
P40,Trial6,Total,Real,1700
P41,Trial1,Pupil,AI,200
P41,Trial1,Pupil,Real,142
P41,Trial1,Skin,AI,0
P41,Trial1,Skin,Real,292
P41,Trial1,Total,AI,1900
P41,Trial1,Total,Real,758
P41,Trial2,Hair,AI,292
P41,Trial2,Hair,Real,175
P41,Trial2,Outfit,AI,0
P41,Trial2,Outfit,Real,0
P41,Trial2,Total,AI,546
P41,Trial2,Total,Real,592
P41,Trial3,Mountain,AI,467
P41,Trial3,Mountain,Real,767
P41,Trial3,River,AI,625
P41,Trial3,River,Real,408
P41,Trial3,Total,AI,1683
P41,Trial3,Total,Real,1642
P41,Trial4,Topping1,AI,454
P41,Trial4,Topping1,Real,0
P41,Trial4,Topping2,AI,1367
P41,Trial4,Topping2,Real,975
P41,Trial4,Total,AI,1821
P41,Trial4,Total,Real,975
P41,Trial5,Cloud,AI,729
P41,Trial5,Cloud,Real,0
P41,Trial5,Total,AI,1363
P41,Trial5,Total,Real,1346
P41,Trial5,Water,AI,633
P41,Trial5,Water,Real,1346
P41,Trial6,Leaves,AI,292
P41,Trial6,Leaves,Real,796
P41,Trial6,Seed,AI,1842
P41,Trial6,Seed,Real,1733
P41,Trial6,Total,AI,2650
P41,Trial6,Total,Real,2904
P42,Trial1,Pupil,AI,375
P42,Trial1,Pupil,Real,408
P42,Trial1,Skin,AI,167
P42,Trial1,Skin,Real,71
P42,Trial1,Total,AI,950
P42,Trial1,Total,Real,1046
P42,Trial2,Hair,AI,1850
P42,Trial2,Hair,Real,775
P42,Trial2,Outfit,AI,217
P42,Trial2,Outfit,Real,633
P42,Trial2,Total,AI,5583
P42,Trial2,Total,Real,4617
P42,Trial3,Mountain,AI,992
P42,Trial3,Mountain,Real,1467
P42,Trial3,River,AI,1233
P42,Trial3,River,Real,375
P42,Trial3,Total,AI,3183
P42,Trial3,Total,Real,2642
P42,Trial4,Topping1,AI,1358
P42,Trial4,Topping1,Real,1433
P42,Trial4,Topping2,AI,2192
P42,Trial4,Topping2,Real,1200
P42,Trial4,Total,AI,5075
P42,Trial4,Total,Real,3133
P42,Trial5,Cloud,AI,1525
P42,Trial5,Cloud,Real,883
P42,Trial5,Total,AI,3817
P42,Trial5,Total,Real,3192
P42,Trial5,Water,AI,2292
P42,Trial5,Water,Real,2308
P42,Trial6,Leaves,AI,600
P42,Trial6,Leaves,Real,217
P42,Trial6,Seed,AI,0
P42,Trial6,Seed,Real,0
P42,Trial6,Total,AI,600
P42,Trial6,Total,Real,217
P43,Trial1,Pupil,AI,483
P43,Trial1,Pupil,Real,88
P43,Trial1,Skin,AI,267
P43,Trial1,Skin,Real,175
P43,Trial1,Total,AI,1258
P43,Trial1,Total,Real,350
P43,Trial2,Hair,AI,1450
P43,Trial2,Hair,Real,2367
P43,Trial2,Outfit,AI,0
P43,Trial2,Outfit,Real,0
P43,Trial2,Total,AI,1450
P43,Trial2,Total,Real,2683
P43,Trial3,Mountain,AI,1458
P43,Trial3,Mountain,Real,417
P43,Trial3,River,AI,1233
P43,Trial3,River,Real,1458
P43,Trial3,Total,AI,3950
P43,Trial3,Total,Real,4454
P43,Trial4,Topping1,AI,1192
P43,Trial4,Topping1,Real,1850
P43,Trial4,Topping2,AI,808
P43,Trial4,Topping2,Real,1300
P43,Trial4,Total,AI,3392
P43,Trial4,Total,Real,3267
P43,Trial5,Cloud,AI,4129
P43,Trial5,Cloud,Real,3642
P43,Trial5,Total,AI,6454
P43,Trial5,Total,Real,5908
P43,Trial5,Water,AI,2325
P43,Trial5,Water,Real,2267
P43,Trial6,Leaves,AI,1125
P43,Trial6,Leaves,Real,1025
P43,Trial6,Seed,AI,1433
P43,Trial6,Seed,Real,1883
P43,Trial6,Total,AI,3350
P43,Trial6,Total,Real,2975
P44,Trial1,Pupil,AI,1392
P44,Trial1,Pupil,Real,1325
P44,Trial1,Skin,AI,313
P44,Trial1,Skin,Real,0
P44,Trial1,Total,AI,2213
P44,Trial1,Total,Real,1850
P44,Trial2,Hair,AI,1633
P44,Trial2,Hair,Real,2292
P44,Trial2,Outfit,AI,217
P44,Trial2,Outfit,Real,258
P44,Trial2,Total,AI,1850
P44,Trial2,Total,Real,2550
P44,Trial3,Mountain,AI,875
P44,Trial3,Mountain,Real,183
P44,Trial3,River,AI,654
P44,Trial3,River,Real,317
P44,Trial3,Total,AI,1988
P44,Trial3,Total,Real,500
P44,Trial4,Topping1,AI,1675
P44,Trial4,Topping1,Real,1463
P44,Trial4,Topping2,AI,750
P44,Trial4,Topping2,Real,583
P44,Trial4,Total,AI,3125
P44,Trial4,Total,Real,2379
P44,Trial5,Cloud,AI,583
P44,Trial5,Cloud,Real,533
P44,Trial5,Total,AI,1092
P44,Trial5,Total,Real,1513
P44,Trial5,Water,AI,508
P44,Trial5,Water,Real,979
P44,Trial6,Leaves,AI,183
P44,Trial6,Leaves,Real,0
P44,Trial6,Seed,AI,1383
P44,Trial6,Seed,Real,717
P44,Trial6,Total,AI,1704
P44,Trial6,Total,Real,1213
P45,Trial1,Pupil,AI,1058
P45,Trial1,Pupil,Real,858
P45,Trial1,Skin,AI,0
P45,Trial1,Skin,Real,0
P45,Trial1,Total,AI,4129
P45,Trial1,Total,Real,1217
P45,Trial2,Hair,AI,817
P45,Trial2,Hair,Real,133
P45,Trial2,Outfit,AI,0
P45,Trial2,Outfit,Real,0
P45,Trial2,Total,AI,1100
P45,Trial2,Total,Real,1188
P45,Trial3,Mountain,AI,217
